title,text,rating,id,language,reviewer,location,cons,pros,url,datetime,reviewer_employee_type,job_work_and_life_balance_rating,compensation_and_benefits_rating,job_security_and_advancement_rating,management_rating,job_culture_rating
 Χειρότερη εταιρεία και εκμεταλευση Εργαζωμένων. ,"Πολυεκατομμυριούχο εταιρεία που έχει πελάτη την Booking, “””Προσοχή γιατί δυσφημίζουν την Booking “”””””αλλά κανείς δεν είναι υπάλληλος της Booking, παρά μιας κερδοφόρας Ελληνικής εταιρείας, Aegean λέει η TTEC , που παίρνουν τεράστια ποσά από την Booking, δίνουν ψυχούλα στους Έλληνες σκλάβους τους , 700 ευρώ , και με μηδαμινή εκπαίδευση σε χώνουν σε ένα τηλεφωνικό κέντρο χωρις βοήθεια , χωρις ανθρώπινη διεύθυνση , και μετά σε αφήνουν να τα βγάλεις πέρα μόνος σου. Σε κάνουν bullying να μην ρωτάς ερωτήσεις και φθάνουν στο σημείο να σου λένε , μέχρι 3 ερωτήσεις μόνο την ημέρα ! 

Αηδία , μια αηδία όλο το πράγμα . Μόνο πολύ πολύ απελπισμένοι και πολύ καμένοι άνθρωποι ανέχονται αυτά τα τα βασανηστήρια που λέγονται δουλειές πιά ! 

Και μετά όταν έρθει η ώρα για ταμείο ανεργείας, ενώ νομίζεις και σου λένε ότι θα είσαι τουριστικός, εποχιακός υπάλληλος, δεν βαζουν τους σωστούς κωδικούς , και δεν δικαιούσαι καν και ταμείο ανεργείας ! Αν και ορκίζονται ψέμματα ότι θα πάρεις ! ",1,1g3efqploi80k802,el,Υπάλληλος σε τηλεφωνικό κέντρο . Μια είναι η θέση. ,Γκάζι-Κεραμικος ,,,https://indeed.com/cmp/Booking.com/reviews/%CF%87%CE%B5%CE%B9%CF%81%CF%8C%CF%84%CE%B5%CF%81%CE%B7-%CE%B5%CF%84%CE%B1%CE%B9%CF%81%CE%B5%CE%AF%CE%B1-%CE%BA%CE%B1%CE%B9-%CE%B5%CE%BA%CE%BC%CE%B5%CF%84%CE%B1%CE%BB%CE%B5%CF%85%CF%83%CE%B7-%CE%B5%CF%81%CE%B3%CE%B1%CE%B6%CF%89%CE%BC%CE%AD%CE%BD%CF%89%CE%BD?id=21c9ce3252516327,2022-05-19T00:00:00,Former Employee,1,1,1,1,1
Lovely workplace. ,"Booking is stressful  but by far the best job that I have ever had in my life. The people, the free lunches, the freaky Fridays. Everything was a1. However management need some management training. ",5,1g3ebjp2ric91802,en,LEAD CUSTOMER TECHNICAL SUPPORT,South quay,Long hours,Free lunches,https://indeed.com/cmp/Booking.com/reviews/lovely-workplace?id=7c2eb0d9a5655302,2022-05-19T00:00:00,Former Employee,5,5,5,1,5
good ,"good job and easy culture 
good pay and benefit 
manager helps lots
booking,com cares people 
also have life insurance 
however, due to covid, b,com have to dismiss cs team, that is bad news 
",4,1g2pdl541m6e8800,en,CSR - Customer Service Representative,"China, TX",,,https://indeed.com/cmp/Booking.com/reviews/good?id=3cbdda7c3e5818de,2022-05-11T00:00:00,Former Employee,4,4,4,3,4
Inclusive and progressive ,"Excellent company to work for. Very relaxed, with casual dress code. Offer a good work life balance and also have a lot of scope to progress. Best company I have worked for! ",5,1g2l13crnt1ci801,en,Assistant Manager,"Manchester, Greater Manchester",,,https://indeed.com/cmp/Booking.com/reviews/inclusive-and-progressive?id=2611868b866001b9,2022-05-09T00:00:00,Current Employee,5,4,5,4,5
Ambiente di lavoro giovane e positivo ,"Nell’ambiente di lavoro, colleghi giovani, poca possibilità di carriera in Italia ",4,1g2ifqv5osu2n801,it,Account Manager,Italia,,,https://indeed.com/cmp/Booking.com/reviews/ambiente-di-lavoro-giovane-e-positivo?id=9d1396bb58c28b7f,2022-05-08T00:00:00,Current Employee,4,4,4,4,5
Bien dans l’ensemble,"Bonne ambiance
Possibilité d’evolution
Salaires correct",5,1g1qa57vqsu2n802,fr,Customer Service Representative,Londres,,,https://indeed.com/cmp/Booking.com/reviews/bien-dans-l-ensemble?id=72c56568703fdc3d,2022-04-29T00:00:00,Former Employee,4,5,3,5,5
Productive and fun workplace with great benefits,"I loved working for this company, the benefits were great, the job had a clear vision for progression, incredibly multicultural and inclusive with a competitive salary.",5,1g1p73unbsu1m800,en,Call centre supervisor,Manchester,,,https://indeed.com/cmp/Booking.com/reviews/productive-and-fun-workplace-with-great-benefits?id=892dfd2d17963263,2022-04-28T00:00:00,Former Employee,5,5,5,5,5
Company is closing,First years were amazing. Went to Europe. Company failed their employees. Took a dive when covid hit. Alot of employees were fired with no notice at all. ,3,1g1f79tvnpkjf800,en,Customer Service Representative,"Grand Rapids, MI",,,https://indeed.com/cmp/Booking.com/reviews/company-is-closing?id=319abdfd0ece48f7,2022-04-24T00:00:00,Former Employee,3,1,1,2,1
Senior CS,"The work load was overwhelming, and you were micromanaged within every minute of you day, they have alot of favoritism, and the company sold their CS department to anoter company so they wont have to pay their EEs severance ",1,1g1eb2enh2f42001,en,Senior Customer Service Representative,"Orlando, FL",everything,no much tbh I had the worst manager,https://indeed.com/cmp/Booking.com/reviews/senior-cs?id=a55f9f8b601d2f12,2022-04-24T00:00:00,Former Employee,1,2,1,1,1
Great company with high translation standards.,"I have been a translator all my life long but translating within the hospitality sphere turned out to be more challenging than I thought it would be. 

Overall, it was a good learning experience but at the end I discovered that hospitality arena was not my cup of tea.",5,1g19tf238ocra802,en,Translator,From home,,,https://indeed.com/cmp/Booking.com/reviews/great-company-with-high-translation-standards?id=bd27e23c4fac01f5,2022-04-22T00:00:00,Former Employee,5,2,3,3,5
Just don't.,Booking forced me to learn on the fly and sink or swim. I'm very glad for the opportunities they created in the lay offs that better places to work exist.,2,1g16dait1pkem802,en,People Greeter,"Netherland, FL",Spending too long there,Lays offs,https://indeed.com/cmp/Booking.com/reviews/just-don-t?id=11748bfeff20c9b2,2022-04-21T00:00:00,Former Employee,1,3,1,2,1
"a typical day at work
what you learned
the management
the company culture
the hardest part of the job
the best part of the job","a typical day at work
what you learned
the management
the company culture
the hardest part of the job
the best part of the job",5,1g0fiam6fsu39800,en,Schoonmaakster,Amsterdam,,,https://indeed.com/cmp/Booking.com/reviews/a-typical-day-at-work-what-you-learned-the-management-the-company-culture-the-hardest-part-of-the-job-the-best-part-of-the-job?id=8a03458bf13ba2b0,2022-04-12T00:00:00,Former Employee,5,0,5,5,5
Good co-workers,Work hard and fast environment. Good co-workers. Friendly environment. ,4,1g08ff07uk24g802,en,CSE,"Orlando, FL",,,https://indeed.com/cmp/Booking.com/reviews/good-co-workers?id=b51057e47fb9f96f,2022-04-09T00:00:00,Former Employee,3,5,3,3,5
Great work culture and environment . Tough calls. ,It was a call centre so having a work life balance is nearly impossible with any company. The training was okay but definitely better than more. They at least invested in a training version of their CSM so you can practice. They have a phone in help desk for assistance during a call and they have a tech support department if your having issues with your computer. HR is available and accessible. Benefits are good and requesting time off is not difficult but obviously still needs to go through an approval process. The queue itself was very fast paced and the calls can be stressful. ,4,1fvsl3tubt4jb800,en,Customer Service Guest Specialist,"Toronto, ON",,,https://indeed.com/cmp/Booking.com/reviews/great-work-culture-and-environment-tough-calls?id=4ffd9cf020f1a076,2022-04-05T00:00:00,Former Employee,3,3,4,4,4
カスタマーサポート,いろんな国籍の人がいる。英語が必須とされているが、そこまで達者である必要ではなく、必要とされているレベルはカスタマーサポートが行えればいい程度である。英語力よりもカスタマーサポートへの耐性の方が大事だと感じた。,4,1fviiru8lh0in802,ja,カスタマーサポート,東京都 23区,,,https://indeed.com/cmp/Booking.com/reviews/%E3%82%AB%E3%82%B9%E3%82%BF%E3%83%9E%E3%83%BC%E3%82%B5%E3%83%9D%E3%83%BC%E3%83%88?id=03be6ed7f811a6cd,2022-04-01T00:00:00,Former Employee,4,3,1,1,4
Decent place of employment for a short period of  time,"My co-workers and managers helped me in dealing with the workload. However, the company was not organized and poorly communicated with employees, customers, and employees.  The software apps were outdated and inadequate.   I am glad I left.   I do not miss it one bit. ",3,1fuq2q92mhich802,en,CSA,"Orlando, FL",,,https://indeed.com/cmp/Booking.com/reviews/decent-place-of-employment-for-a-short-period-of-time?id=0d09068c475af131,2022-03-22T00:00:00,Former Employee,3,2,2,4,3
Gvvv,"Pros

Great people to work with and learn from, you get much more responsibility at Booking.com compared to other large companies I have worked for, and this sense of autonomy really makes you feel like you are owning your work and improving your skills in a company that actually cares about your career. Relocation team went above and beyond to really make you feel valued, before you have even started! Culture is friendly and there are always open conversations going on throughout the business on important topics, such as wellbeing, diversity and inclusion. Work/life balance is great and lots of perks!

Cons

Onboarding remotely wasn't the most fun in a pandemic but Booking.com did their best to keep us all engaged throughout the sessions",3,1fueq5gnnt5js801,en,Account Executive representative,"Seattle, WA",,,https://indeed.com/cmp/Booking.com/reviews/gvvv?id=bb7982e516a8ae92,2022-03-18T00:00:00,Current Employee,4,4,4,4,4
Mixed experience,"Positives:
-very good office conditions (modern equipment, free food, coffee, relaxed atmosphere)
- great people to work with
-interesting, not boring job (CS department)
Negatives:
- to much stress and pressure due to work overload (not enough employees)
- productivity over quality
- poor employee protection against unfair treatment from management
",3,1fue5fv1a2106000,en,Customer Service Representative,Berlin,,,https://indeed.com/cmp/Booking.com/reviews/mixed-experience?id=ae7608a862ffee96,2022-03-18T00:00:00,Former Employee,5,4,4,3,4
παραγωγικό και ευχάριστο περιβάλλων,"Μια εταιρεία που νοιάζεται για των εργαζομένων, σωστή στης παροχές της, με ένα ευχαριστώ καί φιλικό περιβάλλων, δυνατότητα εξελίξεις, με ένα σχετικό άγχος στην καθημερινότητα για την διευθέτησης προβλημάτων",5,1fuc9bm8kg824801,el,customer service,Τηλεφωνικο κέντρο,,,https://indeed.com/cmp/Booking.com/reviews/%CF%80%CE%B1%CF%81%CE%B1%CE%B3%CF%89%CE%B3%CE%B9%CE%BA%CF%8C-%CE%BA%CE%B1%CE%B9-%CE%B5%CF%85%CF%87%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%BF-%CF%80%CE%B5%CF%81%CE%B9%CE%B2%CE%AC%CE%BB%CE%BB%CF%89%CE%BD?id=a6b2d83421e0524a,2022-03-17T00:00:00,Former Employee,4,5,4,5,5
Une bonne expérience,"Grande entreprise qui applique de nombreuses procédures aussi bien pour ses clients que pour ses salariés, ce qui évite les mauvaises surprises. Très formateur, possibilité d'évolution pour les plus motivés.",4,1ftseaqgdi81f800,fr,Chargé de Comptes Partenaires,Paris (75),,,https://indeed.com/cmp/Booking.com/reviews/une-bonne-exp%C3%A9rience?id=a54dac8eab6e022b,2022-03-11T00:00:00,Former Employee,4,4,4,4,5
Terrible place to work,"The Booking.com Toronto office  was a terrible place to work. Toxic environment, awful management, poor pay, no room to advance, etc. I would not recommend working here!",1,1ftqt67fh3gu0000,en,Hotel Sales Coordinator,"Toronto, ON","Poor management, low pay, toxic environment",Monthly lunch,https://indeed.com/cmp/Booking.com/reviews/terrible-place-to-work?id=007a13fb46ae212a,2022-03-10T00:00:00,Former Employee,3,1,1,1,1
Ένας μήνας εκπαίδευση με ατελείωτα τεστ φρικη ,Η εκπαίδευση δεν είχε κανια απολύτως σχέση με τις κρατήσεις κανένας κάνοντας που μάθαμε δεν εφαρμόστηκε δεν ήξερα τι να πη στον κόσμο χρειαζόμουν συνεχή βοήθεια μια σκέτη φρικη ,1,1ftofr8l8gpe1800,el,Travel Agent with Greek and English,"Αθήνα, Αττική",,,https://indeed.com/cmp/Booking.com/reviews/%CE%AD%CE%BD%CE%B1%CF%82-%CE%BC%CE%AE%CE%BD%CE%B1%CF%82-%CE%B5%CE%BA%CF%80%CE%B1%CE%AF%CE%B4%CE%B5%CF%85%CF%83%CE%B7-%CE%BC%CE%B5-%CE%B1%CF%84%CE%B5%CE%BB%CE%B5%CE%AF%CF%89%CF%84%CE%B1-%CF%84%CE%B5%CF%83%CF%84-%CF%86%CF%81%CE%B9%CE%BA%CE%B7?id=64d196a534606d85,2022-03-09T00:00:00,Former Employee,1,1,1,1,1
A Place to Grow in the Real World,"I like working for Booking.com. The team is great and values your time. However, the chance to be promoted is very smallso that means a salary raise also is very small. Overall, it is a good middle income company. ",4,1fthnk746k3pi800,en,Email Support Representative,Philippines,,,https://indeed.com/cmp/Booking.com/reviews/a-place-to-grow-in-the-real-world?id=9314afdc1681c279,2022-03-07T00:00:00,Former Employee,4,3,2,5,5
Read current news,"Crazy hours- liked the 4 10s but not swing shifting from second to third shift.

Complaints- so many complaints all night long in customer service. You get rated even if the guest had a horrible experience at a hotel. Money doesn't fix things with guests but that's how they handle it.

Amsterdam Trip- got cancelled for most at random and very pre Covid. It was supposed to be a benefit.

No real bonus- would have been nice to have less swag and a more livable wage.

Casual Dress Code, Everyone has the same personality, company parties and swag was fun. Massage chairs and free fruit.

They just laid thousands off world wide. Google is your friend.",1,1ft9fbj0mu1ec800,en,Account Executive,"Grand Rapids, MI",,,https://indeed.com/cmp/Booking.com/reviews/read-current-news?id=a9a06e362bb75305,2022-03-03T00:00:00,Former Employee,1,1,1,1,1
